"","Site","Plot","Date","Colony","Rep","Tint","Year","Month","Day","meantemp","mintemp","maxtemp","range"
"577","West","A",2022-03-11,8,"L",248.81,2022,"03","11",28.25284375,28.06,28.456,0.396000000000001
"578","West","A",2022-03-11,8,"R",210.13,2022,"03","11",28.25284375,28.06,28.456,0.396000000000001
"579","West","A",2022-05-27,3,"R",91.29,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"580","West","A",2022-05-27,8,"L",109.18,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"581","West","A",2022-05-27,8,"R",131.98,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"582","West","A",2022-05-27,3,"L",88.81,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"583","West","A",2022-05-27,9,"R",88.53,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"584","West","A",2022-05-27,4,"R",104.16,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"585","West","A",2022-05-27,6,"L",153.69,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"586","West","A",2022-05-27,5,"L",116.91,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"587","West","A",2022-05-27,1,"R",103.74,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"588","West","A",2022-05-27,10,"L",136.49,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"589","West","A",2022-05-27,10,"R",188.2,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"590","West","A",2022-05-27,9,"L",188.56,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"591","West","A",2022-05-27,5,"R",42.91,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"592","West","A",2022-05-27,4,"L",182.73,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"593","West","A",2022-05-27,7,"L",134.22,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"594","West","A",2022-05-27,7,"R",107.92,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"595","West","A",2022-05-27,2,"R",86.6,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"596","West","A",2022-05-27,6,"R",151.74,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"597","West","A",2022-05-27,1,"L",76.78,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"598","West","A",2022-05-27,2,"L",94.3,2022,"05","27",29.2368541666667,28.853,30.054,1.201
"599","West","A",2022-08-22,4,"L",86.1,2022,"08","22",29.422125,29.053,30.356,1.303
"600","West","A",2022-08-22,8,"L",67.92,2022,"08","22",29.422125,29.053,30.356,1.303
"601","West","A",2022-08-22,2,"R",114.1,2022,"08","22",29.422125,29.053,30.356,1.303
"602","West","A",2022-08-22,1,"R",89.28,2022,"08","22",29.422125,29.053,30.356,1.303
"603","West","A",2022-08-22,5,"R",83.69,2022,"08","22",29.422125,29.053,30.356,1.303
"604","West","A",2022-08-22,8,"R",83.24,2022,"08","22",29.422125,29.053,30.356,1.303
"605","West","A",2022-08-22,1,"L",133.38,2022,"08","22",29.422125,29.053,30.356,1.303
"606","West","A",2022-08-22,9,"L",103.46,2022,"08","22",29.422125,29.053,30.356,1.303
"607","West","A",2022-08-22,9,"R",123.37,2022,"08","22",29.422125,29.053,30.356,1.303
"608","West","A",2022-08-22,4,"R",67.94,2022,"08","22",29.422125,29.053,30.356,1.303
"609","West","A",2022-08-22,7,"R",107.52,2022,"08","22",29.422125,29.053,30.356,1.303
"610","West","A",2022-08-22,3,"R",88.99,2022,"08","22",29.422125,29.053,30.356,1.303
"611","West","A",2022-08-22,6,"L",87.49,2022,"08","22",29.422125,29.053,30.356,1.303
"612","West","A",2022-08-22,6,"R",93.08,2022,"08","22",29.422125,29.053,30.356,1.303
"613","West","A",2022-08-22,3,"L",90.09,2022,"08","22",29.422125,29.053,30.356,1.303
"614","West","A",2022-08-22,10,"L",76.48,2022,"08","22",29.422125,29.053,30.356,1.303
"615","West","A",2022-08-22,5,"L",79.36,2022,"08","22",29.422125,29.053,30.356,1.303
"616","West","A",2022-08-22,7,"L",154.06,2022,"08","22",29.422125,29.053,30.356,1.303
"617","West","A",2022-08-22,2,"L",108.95,2022,"08","22",29.422125,29.053,30.356,1.303
"618","West","A",2022-08-22,10,"R",87.79,2022,"08","22",29.422125,29.053,30.356,1.303
"619","West","B",2021-06-16,1,"L",95.106,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"620","West","B",2021-06-16,1,"R",74.189,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"621","West","B",2021-06-16,7,"L",90.985,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"622","West","B",2021-06-16,7,"R",82.777,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"623","West","B",2021-06-16,9,"L",87.243,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"624","West","B",2021-06-16,9,"R",85.204,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"625","West","B",2021-06-16,8,"R",92.243,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"626","West","B",2021-06-16,10,"L",87.595,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"627","West","B",2021-06-16,2,"L",101.289,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"628","West","B",2021-06-16,2,"R",54.596,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"629","West","B",2021-06-16,4,"L",54.994,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"630","West","B",2021-06-16,3,"L",87.505,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"631","West","B",2021-06-16,10,"R",86.314,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"632","West","B",2021-06-16,5,"R",81.834,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"633","West","B",2021-06-16,5,"L",84.971,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"634","West","B",2021-06-16,4,"R",78.367,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"635","West","B",2021-06-16,3,"R",89.717,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"636","West","B",2021-06-16,6,"R",96.395,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"637","West","B",2021-06-16,8,"L",86.872,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"638","West","B",2021-06-16,6,"L",99.222,2021,"06","16",30.2445763888889,29.552,31.166,1.614
"639","West","B",2021-07-06,9,"R",63.711,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"640","West","B",2021-07-06,10,"L",74.298,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"641","West","B",2021-07-06,9,"L",57.911,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"642","West","B",2021-07-06,7,"R",54.47,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"643","West","B",2021-07-06,5,"R",47.349,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"644","West","B",2021-07-06,3,"R",95.762,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"645","West","B",2021-07-06,10,"R",79.196,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"646","West","B",2021-07-06,6,"R",72.271,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"647","West","B",2021-07-06,8,"L",74.665,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"648","West","B",2021-07-06,4,"R",68.108,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"649","West","B",2021-07-06,7,"L",81.948,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"650","West","B",2021-07-06,3,"L",73.71,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"651","West","B",2021-07-06,5,"L",63.827,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"652","West","B",2021-07-06,1,"R",78.985,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"653","West","B",2021-07-06,8,"R",70.197,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"654","West","B",2021-07-06,2,"R",41.39,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"655","West","B",2021-07-06,6,"L",89.027,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"656","West","B",2021-07-06,1,"L",74.866,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"657","West","B",2021-07-06,4,"L",59.531,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"658","West","B",2021-07-06,2,"L",106.835,2021,"07","06",29.7971923076923,29.452,31.064,1.612
"659","West","B",2021-07-20,9,"L",63.228,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"660","West","B",2021-07-20,9,"R",69.142,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"661","West","B",2021-07-20,10,"R",77.544,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"662","West","B",2021-07-20,8,"L",78.467,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"663","West","B",2021-07-20,3,"R",78.792,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"664","West","B",2021-07-20,10,"L",67.341,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"665","West","B",2021-07-20,7,"L",65.449,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"666","West","B",2021-07-20,7,"R",60.859,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"667","West","B",2021-07-20,4,"R",74.32,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"668","West","B",2021-07-20,3,"L",70.043,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"669","West","B",2021-07-20,8,"R",74.328,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"670","West","B",2021-07-20,6,"R",70.119,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"671","West","B",2021-07-20,5,"R",64.229,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"672","West","B",2021-07-20,1,"R",95.013,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"673","West","B",2021-07-20,1,"L",88.313,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"674","West","B",2021-07-20,2,"R",58.892,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"675","West","B",2021-07-20,4,"L",77.673,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"676","West","B",2021-07-20,2,"L",109.568,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"677","West","B",2021-07-20,5,"L",83.194,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"678","West","B",2021-07-20,6,"L",86.989,2021,"07","20",29.6919305555556,29.452,29.953,0.500999999999998
"679","West","B",2021-08-06,5,"R",53.57,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"680","West","B",2021-08-06,3,"R",75.652,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"681","West","B",2021-08-06,9,"R",78.321,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"682","West","B",2021-08-06,8,"L",66.328,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"683","West","B",2021-08-06,4,"R",60.718,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"684","West","B",2021-08-06,10,"R",70.755,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"685","West","B",2021-08-06,9,"L",83.735,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"686","West","B",2021-08-06,1,"R",85.055,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"687","West","B",2021-08-06,3,"L",68.862,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"688","West","B",2021-08-06,10,"L",63.932,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"689","West","B",2021-08-06,6,"R",68.619,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"690","West","B",2021-08-06,4,"L",86.116,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"691","West","B",2021-08-06,1,"L",87.107,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"692","West","B",2021-08-06,8,"R",68.059,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"693","West","B",2021-08-06,7,"R",48.97,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"694","West","B",2021-08-06,5,"L",79.183,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"695","West","B",2021-08-06,6,"L",69.688,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"696","West","B",2021-08-06,2,"L",105.092,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"697","West","B",2021-08-06,7,"L",86.84,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"698","West","B",2021-08-06,2,"R",53.042,2021,"08","06",29.8445520833333,29.452,30.963,1.511
"699","West","B",2021-08-23,9,"R",63.573,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"700","West","B",2021-08-23,8,"L",58.484,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"701","West","B",2021-08-23,3,"R",99.745,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"702","West","B",2021-08-23,9,"L",70.253,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"703","West","B",2021-08-23,5,"R",68.235,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"704","West","B",2021-08-23,10,"R",54.31,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"705","West","B",2021-08-23,6,"R",58.332,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"706","West","B",2021-08-23,4,"L",72.476,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"707","West","B",2021-08-23,10,"L",64.943,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"708","West","B",2021-08-23,7,"L",62.034,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"709","West","B",2021-08-23,7,"R",30.559,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"710","West","B",2021-08-23,3,"L",81.634,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"711","West","B",2021-08-23,4,"R",50.206,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"712","West","B",2021-08-23,8,"R",78.192,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"713","West","B",2021-08-23,6,"L",74.485,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"714","West","B",2021-08-23,1,"R",88.71,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"715","West","B",2021-08-23,1,"L",100.122,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"716","West","B",2021-08-23,2,"R",50.233,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"717","West","B",2021-08-23,5,"L",76.192,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"718","West","B",2021-08-23,2,"L",81.882,2021,"08","23",30.1896180555556,29.452,32.188,2.736
"719","West","B",2021-09-09,5,"R",45.083,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"720","West","B",2021-09-09,9,"R",73.373,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"721","West","B",2021-09-09,8,"L",78.281,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"722","West","B",2021-09-09,3,"R",63.103,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"723","West","B",2021-09-09,9,"L",68.892,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"724","West","B",2021-09-09,7,"R",28.152,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"725","West","B",2021-09-09,4,"R",69.719,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"726","West","B",2021-09-09,10,"L",47.214,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"727","West","B",2021-09-09,8,"R",56.006,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"728","West","B",2021-09-09,10,"R",53.781,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"729","West","B",2021-09-09,1,"R",98.585,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"730","West","B",2021-09-09,3,"L",66.625,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"731","West","B",2021-09-09,2,"L",103.356,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"732","West","B",2021-09-09,7,"L",55.843,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"733","West","B",2021-09-09,4,"L",88.012,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"734","West","B",2021-09-09,1,"L",94.329,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"735","West","B",2021-09-09,2,"R",67.048,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"736","West","B",2021-09-09,5,"L",77.407,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"737","West","B",2021-09-09,6,"L",80.587,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"738","West","B",2021-09-09,6,"R",71.483,2021,"09","09",29.8009340277778,29.152,31.676,2.524
"739","West","B",2021-09-30,9,"R",199.064,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"740","West","B",2021-09-30,8,"L",66.248,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"741","West","B",2021-09-30,3,"R",144.694,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"742","West","B",2021-09-30,10,"R",60.544,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"743","West","B",2021-09-30,9,"L",166.933,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"744","West","B",2021-09-30,5,"R",137.929,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"745","West","B",2021-09-30,3,"L",127.87,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"746","West","B",2021-09-30,10,"L",65.92,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"747","West","B",2021-09-30,6,"R",84.14,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"748","West","B",2021-09-30,4,"L",151.575,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"749","West","B",2021-09-30,4,"R",121.065,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"750","West","B",2021-09-30,1,"L",106.24,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"751","West","B",2021-09-30,7,"L",85.723,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"752","West","B",2021-09-30,7,"R",60.756,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"753","West","B",2021-09-30,1,"R",90.448,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"754","West","B",2021-09-30,8,"R",85.627,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"755","West","B",2021-09-30,6,"L",80.671,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"756","West","B",2021-09-30,5,"L",125.785,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"757","West","B",2021-09-30,2,"R",93.418,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"758","West","B",2021-09-30,2,"L",120.432,2021,"09","30",29.8220659722222,29.652,30.154,0.501999999999999
"759","West","B",2021-10-12,9,"R",55.049,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"760","West","B",2021-10-12,8,"L",92.821,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"761","West","B",2021-10-12,3,"R",44.522,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"762","West","B",2021-10-12,9,"L",84.538,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"763","West","B",2021-10-12,5,"R",44.597,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"764","West","B",2021-10-12,3,"L",67.452,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"765","West","B",2021-10-12,10,"L",40.105,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"766","West","B",2021-10-12,10,"R",51.861,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"767","West","B",2021-10-12,4,"L",81.886,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"768","West","B",2021-10-12,4,"R",84.209,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"769","West","B",2021-10-12,1,"L",90.201,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"770","West","B",2021-10-12,8,"R",76.676,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"771","West","B",2021-10-12,7,"R",86.934,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"772","West","B",2021-10-12,1,"R",84.689,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"773","West","B",2021-10-12,2,"L",100.728,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"774","West","B",2021-10-12,6,"R",71.08,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"775","West","B",2021-10-12,5,"L",70.706,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"776","West","B",2021-10-12,7,"L",80.119,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"777","West","B",2021-10-12,6,"L",84.204,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"778","West","B",2021-10-12,2,"R",85.674,2021,"10","12",29.4225555555556,29.053,29.752,0.698999999999998
"779","West","B",2022-03-11,5,"R",174.99,2022,"03","11",28.2518125,28.06,28.456,0.396000000000001
"780","West","B",2022-03-11,1,"L",177.08,2022,"03","11",28.2518125,28.06,28.456,0.396000000000001
"781","West","B",2022-03-11,4,"R",216.23,2022,"03","11",28.2518125,28.06,28.456,0.396000000000001
"782","West","B",2022-03-11,8,"R",136.53,2022,"03","11",28.2518125,28.06,28.456,0.396000000000001
"783","West","B",2022-03-11,8,"L",113.41,2022,"03","11",28.2518125,28.06,28.456,0.396000000000001
"784","West","B",2022-05-27,5,"R",74.99,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"785","West","B",2022-05-27,10,"R",129.83,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"786","West","B",2022-05-27,7,"R",121.47,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"787","West","B",2022-05-27,5,"L",108.25,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"788","West","B",2022-05-27,7,"L",187.66,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"789","West","B",2022-05-27,9,"L",111.32,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"790","West","B",2022-05-27,9,"R",94.63,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"791","West","B",2022-05-27,6,"R",86.37,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"792","West","B",2022-05-27,4,"R",107.86,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"793","West","B",2022-05-27,3,"R",94.27,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"794","West","B",2022-05-27,10,"L",79.5,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"795","West","B",2022-05-27,1,"R",68.79,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"796","West","B",2022-05-27,1,"L",98.9,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"797","West","B",2022-05-27,8,"R",115.81,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"798","West","B",2022-05-27,8,"L",96.05,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"799","West","B",2022-05-27,6,"L",231.48,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"800","West","B",2022-05-27,2,"R",226.05,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"801","West","B",2022-05-27,3,"L",89.69,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"802","West","B",2022-05-27,4,"L",228.01,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"803","West","B",2022-05-27,2,"L",170.47,2022,"05","27",29.2316458333333,28.853,29.953,1.1
"804","West","B",2022-08-22,5,"L",98.94,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"805","West","B",2022-08-22,7,"L",168.58,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"806","West","B",2022-08-22,5,"R",112.78,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"807","West","B",2022-08-22,2,"R",120.67,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"808","West","B",2022-08-22,6,"R",188.85,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"809","West","B",2022-08-22,8,"L",78.05,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"810","West","B",2022-08-22,1,"R",85.5,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"811","West","B",2022-08-22,1,"L",142.6,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"812","West","B",2022-08-22,3,"L",159.97,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"813","West","B",2022-08-22,8,"R",75.35,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"814","West","B",2022-08-22,7,"R",169.79,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"815","West","B",2022-08-22,9,"L",135.75,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"816","West","B",2022-08-22,9,"R",160.33,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"817","West","B",2022-08-22,3,"R",148.07,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"818","West","B",2022-08-22,6,"L",144.73,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"819","West","B",2022-08-22,2,"L",130.39,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"820","West","B",2022-08-22,4,"L",99.81,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"821","West","B",2022-08-22,4,"R",96.28,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"822","West","B",2022-08-22,10,"L",114.84,2022,"08","22",29.4200520833333,29.053,30.356,1.303
"823","West","B",2022-08-22,10,"R",146.19,2022,"08","22",29.4200520833333,29.053,30.356,1.303
