FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,Syms
13.226155,33.785442,1.372264,0.111015,1.301338,4.230890,0.609797,99998.000000,1.121434,1.528730,0.137438,0.000000,0.114390,0.626432,0.000000,4.999991,743.000000,,0
10.675903,0.000000,0.000000,0.000000,0.283704,0.000000,0.491684,99998.000000,1.028405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,1628.000000,,0
14.956133,0.000000,1.739229,1.248914,1.387682,0.070926,0.469554,99998.000000,1.174819,0.000000,0.240357,0.096533,0.142290,0.000000,0.000000,4.999991,1887.000000,,0
11.166218,16.494919,1.045387,1.837908,0.629083,0.061675,0.297223,37236.500000,1.047906,1.217350,0.019277,0.264324,0.000000,0.000000,0.000000,4.570969,2541.000000,,0
10.379865,0.000000,0.000000,0.407054,1.054639,0.000000,0.625990,99998.000000,1.016192,0.000000,0.000000,0.000000,0.023104,0.000000,0.000000,4.999991,2757.000000,,0
11.187804,32.070885,0.000000,1.541869,0.333044,2.124696,0.239240,99998.000000,1.048745,1.506111,0.000000,0.188048,0.000000,0.327297,0.000000,4.999991,3328.000000,,0
11.246395,2.880212,0.487231,0.172689,0.811023,0.000000,0.081687,99998.000000,1.051013,0.459424,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,4102.000000,,0
11.169302,0.000000,3.040566,0.561240,1.168737,2.149366,0.327912,99998.000000,1.048026,0.000000,0.482955,0.000000,0.067717,0.332310,0.000000,4.999991,4211.000000,,0
10.722159,14.345552,0.000000,0.622915,0.255950,3.879343,0.055782,99998.000000,1.030282,1.156717,0.000000,0.000000,0.000000,0.588758,0.000000,4.999991,5526.000000,,0
10.441540,0.000000,1.560372,0.619832,0.462561,0.030837,0.131165,99998.000000,1.018764,0.000000,0.193228,0.000000,0.000000,0.000000,0.000000,4.999991,6270.000000,,0
12.362709,0.000000,2.229543,0.468728,0.262118,0.000000,0.336837,99998.000000,1.092114,0.000000,0.348216,0.000000,0.000000,0.000000,0.000000,4.999991,6740.000000,,0
10.583391,18.107714,0.592078,0.900452,0.422472,0.169606,0.236717,99998.000000,1.024625,1.257864,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,6992.000000,,0
11.736710,0.986796,0.000000,1.464776,0.104847,0.317625,0.639525,99998.000000,1.069546,0.000000,0.000000,0.165771,0.000000,0.000000,0.000000,4.999991,7272.000000,,0
10.907184,36.684155,0.891200,0.437891,0.252867,1.051555,0.153478,99998.000000,1.037713,1.564479,0.000000,0.000000,0.000000,0.021832,0.000000,4.999991,8478.000000,,0
11.403666,0.000000,1.415436,0.366965,0.851112,1.270500,0.087508,3620.154297,1.057045,0.000000,0.150890,0.000000,0.000000,0.103975,0.000000,3.558727,9037.000000,,0
13.287830,0.000000,1.692973,0.715427,0.644501,1.470943,0.122821,99998.000000,1.123454,0.000000,0.228650,0.000000,0.000000,0.167596,0.000000,4.999991,9751.000000,,0
12.069754,0.000000,1.174904,0.302206,1.036136,2.639680,0.344404,3620.154297,1.081698,0.000000,0.070003,0.000000,0.015417,0.421551,0.000000,3.558727,10010.000000,,0
11.665784,0.000000,1.437022,0.138768,0.400886,5.797429,0.143777,99998.000000,1.066914,0.000000,0.157463,0.000000,0.000000,0.763235,0.000000,4.999991,10484.000000,,0
13.953918,0.000000,0.363881,0.000000,0.095596,0.928205,0.686286,0.000000,1.144696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11053.000000,,0
12.698836,0.000000,0.095596,0.000000,0.955959,7.326963,0.652525,99998.000000,1.103764,0.000000,0.000000,0.000000,0.000000,0.864924,0.000000,4.999991,11200.000000,,0
11.502345,0.000000,0.188108,0.000000,0.000000,0.616748,0.567345,0.000000,1.060786,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11240.000000,,0
11.570188,0.000000,0.067842,0.459477,1.557288,0.000000,1.391199,99998.000000,1.063340,0.000000,0.000000,0.000000,0.192369,0.000000,0.143389,4.999991,12678.000000,,0
11.755212,15.831915,0.456393,0.382384,0.274453,4.351155,0.275717,0.000000,1.070230,1.199533,0.000000,0.000000,0.000000,0.638605,0.000000,0.000000,12969.000000,,0
11.329657,23.828049,1.646716,1.615879,0.733930,0.906619,0.166866,12300.778320,1.054217,1.377088,0.216619,0.208409,0.000000,0.000000,0.000000,4.089932,14754.000000,,0
10.352111,54.064106,1.622047,0.154187,0.296039,1.332175,0.187627,99998.000000,1.015029,1.732909,0.210063,0.000000,0.000000,0.124561,0.000000,4.999991,15841.000000,,0
10.978110,0.000000,1.520283,0.262118,1.202658,1.770066,0.695599,99998.000000,1.040528,0.000000,0.181925,0.000000,0.080142,0.247989,0.000000,4.999991,15953.000000,,0
10.336692,0.000000,0.000000,0.000000,0.376216,3.987274,0.104970,0.000000,1.014382,0.000000,0.000000,0.000000,0.000000,0.600676,0.000000,0.000000,16359.000000,,0
12.023498,0.000000,0.000000,0.311458,0.000000,0.000000,0.281794,0.000000,1.080031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16707.000000,,0
10.709825,7.404057,1.622047,1.622047,0.672255,2.204873,0.017851,99998.000000,1.029782,0.869470,0.210063,0.210063,0.000000,0.343384,0.000000,4.999991,18605.000000,,0
10.978110,0.000000,2.211041,0.545822,0.592078,0.481063,0.242926,99998.000000,1.040528,0.000000,0.344597,0.000000,0.000000,0.000000,0.000000,4.999991,18833.000000,,0
10.577224,0.000000,1.677554,0.564324,1.023801,3.768329,0.328688,47023.261719,1.024372,0.000000,0.224676,0.000000,0.010216,0.576149,0.000000,4.672313,19040.000000,,0
10.429204,17.608149,1.763899,0.129517,0.730846,1.005299,0.526295,99998.000000,1.018251,1.245714,0.246474,0.000000,0.000000,0.002295,0.000000,4.999991,19159.000000,,0
12.541566,0.000000,1.813238,1.048471,1.248914,5.526060,0.540375,99998.000000,1.098352,0.000000,0.258455,0.020557,0.096533,0.742416,0.000000,4.999991,20379.000000,,0
