FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,Syms
11.249479,0.000000,1.893416,0.524236,0.851112,0.000000,0.249911,99998.000000,1.051132,0.000000,0.277246,0.000000,0.000000,0.000000,0.000000,4.999991,1174.000000,,0
11.283401,0.000000,0.000000,0.351546,0.872698,0.000000,0.270090,99998.000000,1.052440,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,1205.000000,,0
10.715992,0.000000,0.129517,0.160354,0.477980,0.669171,0.136403,99998.000000,1.030032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,4643.000000,,0
11.853891,0.000000,0.074010,0.061675,0.527319,0.000000,0.334603,0.000000,1.073861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8610.000000,,0
11.650365,10.598810,0.709260,0.872698,0.046256,2.503996,0.792615,0.000000,1.066339,1.025257,0.000000,0.000000,0.000000,0.398634,0.000000,0.000000,11519.000000,,0
10.817756,0.780186,0.000000,0.228197,0.163438,0.613664,0.539793,99998.000000,1.034137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,17346.000000,,0
11.193972,6.139724,1.739229,2.507080,0.407054,0.857279,0.019403,99998.000000,1.048984,0.788149,0.240357,0.399168,0.000000,0.000000,0.000000,4.999991,20877.000000,,0
10.712909,0.000000,0.000000,0.690757,0.299123,1.597377,0.229538,99998.000000,1.029907,0.000000,0.000000,0.000000,0.000000,0.203407,0.000000,4.999991,21405.000000,,0
10.854760,0.000000,1.033052,0.000000,0.696925,0.385467,0.212657,99998.000000,1.035620,0.000000,0.014122,0.000000,0.000000,0.000000,0.000000,4.999991,22124.000000,,0
11.749044,0.000000,2.726025,2.072273,1.184156,0.000000,0.107635,99998.000000,1.070003,0.000000,0.435530,0.316447,0.073409,0.000000,0.000000,4.999991,23070.000000,,0
11.341991,0.000000,1.958174,0.333044,0.296039,2.374479,0.169001,99998.000000,1.054689,0.000000,0.291851,0.000000,0.000000,0.375568,0.000000,4.999991,24619.000000,,0
11.983409,19.590992,0.000000,0.246699,0.132601,1.665219,0.329464,99998.000000,1.078580,1.292056,0.000000,0.000000,0.000000,0.221471,0.000000,4.999991,30802.000000,,0
13.913829,0.000000,0.000000,0.243615,0.703092,2.248045,0.624470,99998.000000,1.143447,0.000000,0.000000,0.000000,0.000000,0.351805,0.000000,4.999991,35284.000000,,0
12.575486,28.123697,0.262118,0.758600,0.188108,0.585910,0.403777,99998.000000,1.099525,1.449072,0.000000,0.000000,0.000000,0.000000,0.000000,4.999991,36937.000000,,0
10.345943,0.000000,0.259034,0.000000,0.382384,1.689889,0.133881,99998.000000,1.014770,0.000000,0.000000,0.000000,0.000000,0.227858,0.000000,4.999991,39299.000000,,0
10.389116,0.000000,0.000000,0.000000,0.000000,2.981975,0.512823,0.000000,1.016579,0.000000,0.000000,0.000000,0.000000,0.474504,0.000000,0.000000,39457.000000,,0
