Year,Month,Day,Site,Plot,Date,meantemp,mintemp,maxtemp,range
2022,08,03,East,EB,2022-08-03,29.9950520833333,29.053,31.88,2.827
2022,08,03,Luminao,34,2022-08-03,30.11625,29.015,31.996,2.981
2022,08,03,West,WA,2022-08-03,29.68284375,29.352,30.255,0.902999999999999
2022,08,03,West,WB,2022-08-03,29.69228125,29.352,30.255,0.902999999999999
2022,08,04,East,EA,2022-08-04,30.0116041666667,28.953,31.166,2.213
2022,08,04,East,EB,2022-08-04,29.95934375,28.853,31.064,2.211
2022,08,04,Luminao,34,2022-08-04,30.3390208333333,29.065,32.433,3.368
2022,08,04,West,WA,2022-08-04,29.7412916666667,29.352,30.457,1.105
2022,08,04,West,WB,2022-08-04,29.74234375,29.352,30.457,1.105
2022,08,05,East,EA,2022-08-05,30.3887291666667,29.053,31.983,2.93
2022,08,05,East,EB,2022-08-05,30.3554583333333,28.953,31.983,3.03
2022,08,05,Luminao,34,2022-08-05,30.3135416666667,29.24,31.996,2.756
2022,08,05,West,WA,2022-08-05,29.917625,29.452,30.963,1.511
2022,08,05,West,WB,2022-08-05,29.9503541666667,29.452,31.166,1.714
2022,08,06,East,EA,2022-08-06,30.542375,29.652,31.472,1.82
2022,08,06,East,EB,2022-08-06,30.5255729166667,29.552,31.37,1.818
2022,08,06,Luminao,34,2022-08-06,30.3805625,29.14,32.124,2.984
2022,08,06,West,WA,2022-08-06,29.9322916666667,29.252,31.268,2.016
2022,08,06,West,WB,2022-08-06,29.9956041666667,29.252,31.37,2.118
2022,08,07,East,EA,2022-08-07,30.5174479166667,29.352,31.778,2.426
2022,08,07,East,EB,2022-08-07,30.5134166666667,29.352,31.778,2.426
2022,08,07,Luminao,34,2022-08-07,30.2710104166667,29.115,31.663,2.548
2022,08,07,West,WA,2022-08-07,29.8629270833333,29.152,31.268,2.116
2022,08,07,West,WB,2022-08-07,29.89659375,29.152,31.166,2.014
2022,08,08,East,EA,2022-08-08,30.22690625,29.352,31.676,2.324
2022,08,08,East,EB,2022-08-08,30.1755416666667,29.252,31.574,2.322
2022,08,08,Luminao,34,2022-08-08,30.1306875,29.165,31.637,2.472
2022,08,08,West,WA,2022-08-08,29.915625,29.352,31.676,2.324
2022,08,08,West,WB,2022-08-08,29.9272604166667,29.352,31.676,2.324
2022,08,09,East,EA,2022-08-09,30.3027083333333,29.152,32.911,3.759
2022,08,09,East,EB,2022-08-09,30.2685520833333,29.053,32.807,3.754
2022,08,09,Luminao,34,2022-08-09,30.4179270833333,29.414,33.365,3.951
2022,08,09,West,WA,2022-08-09,30.2271354166667,29.452,33.639,4.187
2022,08,09,West,WB,2022-08-09,30.22925,29.452,33.639,4.187
2022,08,10,East,EA,2022-08-10,29.4252708333333,28.953,30.255,1.302
2022,08,10,East,EB,2022-08-10,29.3659479166667,28.853,30.154,1.301
2022,08,10,Luminao,34,2022-08-10,29.3138645833333,28.941,29.865,0.923999999999999
2022,08,10,West,WA,2022-08-10,29.5324583333333,29.352,30.154,0.802
2022,08,10,West,WB,2022-08-10,29.51784375,29.252,30.154,0.902000000000001
2022,08,11,East,EA,2022-08-11,30.2301354166667,28.853,32.807,3.954
2022,08,11,East,EB,2022-08-11,30.2209479166667,28.754,33.222,4.468
2022,08,11,Luminao,34,2022-08-11,30.0473020833333,28.742,32.484,3.742
2022,08,11,West,WA,2022-08-11,30.2386770833333,29.252,33.535,4.283
2022,08,11,West,WB,2022-08-11,30.110375,29.252,32.911,3.659
2022,08,12,East,EA,2022-08-12,29.98403125,29.252,30.862,1.61
2022,08,12,East,EB,2022-08-12,29.94440625,29.152,30.862,1.71
2022,08,12,Luminao,34,2022-08-12,29.8741666666667,29.389,31.077,1.688
2022,08,12,West,WA,2022-08-12,29.8191979166667,29.452,30.963,1.511
2022,08,12,West,WB,2022-08-12,29.81284375,29.352,30.76,1.408
2022,08,13,East,EA,2022-08-13,29.9007291666667,29.152,31.268,2.116
2022,08,13,East,EB,2022-08-13,29.8370729166667,29.053,31.268,2.215
2022,08,13,Luminao,34,2022-08-13,29.831,29.165,31.255,2.09
2022,08,13,West,WA,2022-08-13,29.7690208333333,29.352,30.862,1.51
2022,08,13,West,WB,2022-08-13,29.7122395833333,29.352,30.558,1.206
2022,08,14,East,EA,2022-08-14,29.8543125,29.053,30.963,1.91
2022,08,14,East,EB,2022-08-14,29.824375,28.953,30.963,2.01
2022,08,14,Luminao,34,2022-08-14,29.94596875,28.667,32.201,3.534
2022,08,14,West,WA,2022-08-14,29.7817395833333,29.252,30.659,1.407
2022,08,14,West,WB,2022-08-14,29.79759375,29.152,30.76,1.608
2022,08,15,East,EA,2022-08-15,29.9493125,29.252,31.268,2.016
2022,08,15,East,EB,2022-08-15,29.88640625,29.152,31.166,2.014
2022,08,15,Luminao,34,2022-08-15,29.8566875,29.09,31.357,2.267
2022,08,15,West,WA,2022-08-15,29.7238229166667,29.252,30.558,1.306
2022,08,15,West,WB,2022-08-15,29.7207395833333,29.252,30.457,1.205
2022,08,16,East,EA,2022-08-16,29.8033645833333,28.953,31.472,2.519
2022,08,16,East,EB,2022-08-16,29.749125,28.853,31.472,2.619
2022,08,16,Luminao,34,2022-08-16,29.876625,29.09,31.765,2.675
2022,08,16,West,WA,2022-08-16,29.6358541666667,29.352,30.356,1.004
2022,08,16,West,WB,2022-08-16,29.6349270833333,29.352,30.457,1.105
2022,08,17,East,EA,2022-08-17,29.3115833333333,28.953,29.853,0.900000000000002
2022,08,17,East,EB,2022-08-17,29.2377395833333,28.853,29.752,0.898999999999997
2022,08,17,Luminao,34,2022-08-17,29.236375,28.816,29.69,0.874000000000002
2022,08,17,West,WA,2022-08-17,29.42075,29.252,29.752,0.5
2022,08,17,West,WB,2022-08-17,29.4040833333333,29.152,29.752,0.599999999999998
2022,08,18,East,EA,2022-08-18,29.6478541666667,28.754,30.457,1.703
2022,08,18,East,EB,2022-08-18,29.58115625,28.655,30.356,1.701
2022,08,18,Luminao,34,2022-08-18,29.9543541666667,28.99,31.306,2.316
2022,08,18,West,WA,2022-08-18,29.5980520833333,29.252,30.054,0.802
2022,08,18,West,WB,2022-08-18,29.5939166666667,29.252,30.054,0.802
2022,08,19,East,EA,2022-08-19,29.5376979166667,29.053,30.154,1.101
2022,08,19,East,EB,2022-08-19,29.4711145833333,28.953,30.054,1.101
2022,08,19,Luminao,34,2022-08-19,29.49028125,28.941,30.469,1.528
2022,08,19,West,WA,2022-08-19,29.5010104166667,29.252,29.953,0.701000000000001
2022,08,19,West,WB,2022-08-19,29.50103125,29.152,29.953,0.800999999999998
2022,08,20,East,EA,2022-08-20,30.0747604166667,28.555,31.88,3.325
2022,08,20,East,EB,2022-08-20,30.0289895833333,28.555,31.778,3.223
2022,08,20,Luminao,34,2022-08-20,29.9901458333333,28.742,32.098,3.356
2022,08,20,West,WA,2022-08-20,29.8238645833333,29.152,30.862,1.71
2022,08,20,West,WB,2022-08-20,29.8355729166667,29.152,30.862,1.71
2022,08,21,East,EA,2022-08-21,30.26715625,29.152,31.574,2.422
2022,08,21,East,EB,2022-08-21,30.2261875,29.053,31.472,2.419
2022,08,21,Luminao,34,2022-08-21,30.2867291666667,29.04,31.893,2.853
2022,08,21,West,WA,2022-08-21,29.8543333333333,29.252,30.963,1.711
2022,08,21,West,WB,2022-08-21,29.8723125,29.352,31.064,1.712
2022,08,22,East,EA,2022-08-22,29.8127708333333,29.053,30.558,1.505
2022,08,22,East,EB,2022-08-22,29.7490520833333,28.953,30.558,1.605
2022,08,22,Luminao,34,2022-08-22,29.3801041666667,28.543,30.697,2.154
2022,08,22,West,WA,2022-08-22,29.422125,29.053,30.356,1.303
2022,08,22,West,WB,2022-08-22,29.4200520833333,29.053,30.356,1.303
2022,08,23,East,EA,2022-08-23,29.47075,28.06,31.472,3.412
2022,08,23,East,EB,2022-08-23,29.4070104166667,28.06,31.37,3.31
2022,08,23,Luminao,34,2022-08-23,29.6110625,28.419,31.842,3.423
2022,08,23,West,WA,2022-08-23,29.724375,28.953,31.88,2.927
2022,08,23,West,WB,2022-08-23,29.6938541666667,28.953,31.88,2.927
2022,08,24,East,EA,2022-08-24,30.0629791666667,28.953,32.291,3.338
2022,08,24,East,EB,2022-08-24,30.0119166666667,28.953,32.291,3.338
2022,08,24,Luminao,34,2022-08-24,30.614625,28.841,33.339,4.498
2022,08,24,West,WA,2022-08-24,30.0639583333333,29.252,32.704,3.452
2022,08,24,West,WB,2022-08-24,30.0062708333333,29.252,32.188,2.936
2022,08,25,East,EA,2022-08-25,30.0980416666667,29.152,31.983,2.831
2022,08,25,East,EB,2022-08-25,30.06184375,29.053,32.086,3.033
2022,08,25,Luminao,34,2022-08-25,30.51846875,29.14,33.183,4.043
2022,08,25,West,WA,2022-08-25,30.299875,29.552,32.291,2.739
2022,08,25,West,WB,2022-08-25,30.2543645833333,29.552,32.086,2.534
2022,08,26,East,EA,2022-08-26,29.55409375,29.252,29.853,0.601000000000003
2022,08,26,East,EB,2022-08-26,29.4936666666667,29.252,29.752,0.5
2022,08,26,Luminao,34,2022-08-26,29.6158854166667,29.14,30.041,0.901
2022,08,26,West,WA,2022-08-26,29.72321875,29.452,30.356,0.904
2022,08,26,West,WB,2022-08-26,29.7200416666667,29.452,30.154,0.701999999999998
2022,08,27,East,EA,2022-08-27,29.7822604166667,29.252,31.268,2.016
2022,08,27,East,EB,2022-08-27,29.7270625,29.152,31.37,2.218
2022,08,27,Luminao,34,2022-08-27,29.8322083333333,29.14,31.637,2.497
2022,08,27,West,WA,2022-08-27,29.68815625,29.352,30.558,1.206
2022,08,27,West,WB,2022-08-27,29.6713333333333,29.452,30.457,1.005
2022,08,28,East,EA,2022-08-28,29.9792604166667,29.252,31.88,2.628
2022,08,28,East,EB,2022-08-28,29.9365729166667,29.152,31.983,2.831
2022,08,28,Luminao,34,2022-08-28,29.81484375,28.965,31.459,2.494
2022,08,28,West,WA,2022-08-28,29.8690208333333,29.352,31.37,2.018
2022,08,28,West,WB,2022-08-28,29.8764166666667,29.352,31.37,2.018
2022,08,29,East,EA,2022-08-29,30.0319270833333,29.053,31.472,2.419
2022,08,29,East,EB,2022-08-29,29.98409375,28.953,31.574,2.621
2022,08,29,Luminao,34,2022-08-29,30.0965833333333,28.941,31.919,2.978
2022,08,29,West,WA,2022-08-29,29.8316979166667,29.252,30.76,1.508
2022,08,29,West,WB,2022-08-29,29.8306354166667,29.252,30.659,1.407
2022,08,30,East,EA,2022-08-30,30.0568958333333,29.352,31.064,1.712
2022,08,30,East,EB,2022-08-30,30.0161041666667,29.252,31.064,1.812
2022,08,30,Luminao,34,2022-08-30,30.0703541666667,28.99,31.51,2.52
2022,08,30,West,WA,2022-08-30,29.7694166666667,29.452,30.356,0.904
2022,08,30,West,WB,2022-08-30,29.7684375,29.452,30.356,0.904
2022,08,31,East,EA,2022-08-31,29.57,29.053,30.154,1.101
2022,08,31,East,EB,2022-08-31,29.5220520833333,28.953,30.154,1.201
2022,08,31,Luminao,34,2022-08-31,29.07978125,28.221,29.84,1.619
2022,08,31,West,WA,2022-08-31,29.3974479166667,28.655,29.953,1.298
2022,08,31,West,WB,2022-08-31,29.3786041666667,28.258,29.953,1.695
2022,09,01,East,EA,2022-09-01,29.4258979591837,28.953,30.255,1.302
2022,09,01,East,EB,2022-09-01,29.3667346938776,28.853,30.255,1.402
2022,09,01,Luminao,34,2022-09-01,29.3790980392157,28.816,33.105,4.289
2022,09,01,West,WA,2022-09-01,29.5433913043478,29.352,30.154,0.802
2022,09,01,West,WB,2022-09-01,29.5390434782609,29.352,30.054,0.701999999999998
