FSC-HLin,SSC-HLin,GRN-B-HLin,YEL-B-HLin,RED-B-HLin,RED-R-HLin,RED-B-ALin,RED-B-W,FSC-HLog,SSC-HLog,GRN-B-HLog,YEL-B-HLog,RED-B-HLog,RED-R-HLog,RED-B-ALog,RED-B-WLog,TIME,,P01.R1
367.251709,714.163086,30.430334,13.244658,76.119011,634.886292,77.533524,99998.000000,2.564964,2.853797,1.483307,1.122041,1.881493,2.802696,1.889490,4.999991,142.000000,,0
13.031880,162.059723,1.665219,1.366096,10.019067,12.951703,3.487892,99998.000000,1.115007,2.209675,0.221471,0.135481,1.000827,1.112327,0.542563,4.999991,225.000000,,0
30.627693,97.362885,0.000000,0.000000,3.928683,0.000000,1.567378,0.000000,1.486114,1.988393,0.000000,0.000000,0.594247,0.000000,0.195174,0.000000,251.000000,,0
211.236099,22.551382,3.173167,0.820275,6.210650,92.678688,4.195354,5548.367188,2.324768,1.353173,0.501493,0.000000,0.793137,1.966980,0.622769,3.744165,288.000000,,0
55.917435,191.716034,8.498784,4.816800,25.598116,207.298172,19.307589,99998.000000,1.747547,2.282658,0.929357,0.682759,1.408208,2.316596,1.285728,4.999991,323.000000,,0
97.665092,195.287003,9.756949,5.711084,25.141722,119.994446,14.244740,99998.000000,1.989739,2.290673,0.989314,0.756719,1.400395,2.079161,1.153655,4.999991,341.000000,,0
54.761032,177.833054,6.170561,3.805334,58.708218,231.089218,105.899765,99998.000000,1.738472,2.250012,0.790325,0.580393,1.768699,2.363780,2.024895,4.999991,505.000000,,0
14.317799,13.041131,0.000000,0.440975,14.990054,130.173859,8.303535,99998.000000,1.155876,1.115315,0.000000,0.000000,1.175803,2.114524,0.919263,4.999991,532.000000,,0
60.768154,46.058723,2.192538,0.000000,40.276711,105.590302,41.628471,99998.000000,1.783676,1.663312,0.340947,0.000000,1.605054,2.023624,1.619390,4.999991,545.000000,,0
609.945007,685.946838,21.937717,12.288699,77.830482,721.107666,64.531761,0.000000,2.785291,2.836290,1.341191,1.089506,1.891150,2.858000,1.809774,0.000000,600.000000,,0
67.342690,134.373917,7.598332,3.697403,32.875740,143.381516,31.069721,39205.398438,1.828290,2.128315,0.880718,0.567897,1.516876,2.156493,1.492337,4.593346,729.000000,,0
18.255733,0.000000,1.076225,1.066974,22.138161,0.000000,14.603512,99998.000000,1.261399,0.000000,0.031903,0.028154,1.345142,0.000000,1.164457,4.999991,803.000000,,0
1234.614868,1207.918945,53.000217,23.849636,172.439590,1347.199097,180.678680,28822.953125,3.091532,3.082038,1.724278,1.377482,2.236637,3.129432,2.256907,4.459738,914.000000,,0
277.212708,286.568756,17.759251,9.235798,74.820755,443.327545,84.032753,99998.000000,2.442813,2.457229,1.249425,0.965474,1.874022,2.646725,1.924449,4.999991,1017.000000,,0
155.522202,223.870178,14.826616,7.397889,38.796516,275.800354,84.192169,99998.000000,2.191792,2.349996,1.171042,0.869108,1.588793,2.440595,1.925272,4.999991,1046.000000,,0
29.684069,6.488186,1.825573,1.665219,0.000000,0.000000,11.998464,0.000000,1.472523,0.812123,0.261399,0.221471,0.000000,0.000000,1.079126,0.000000,1112.000000,,0
18.730629,0.000000,0.949792,1.729977,0.000000,17.469379,9.168718,0.000000,1.272552,0.000000,0.000000,0.238040,0.000000,1.242278,0.962309,0.000000,1148.000000,,0
22.480455,0.000000,0.138768,0.083261,7.721682,95.540398,82.964928,99998.000000,1.351805,0.000000,0.000000,0.000000,0.887712,1.980187,1.918895,4.999991,1168.000000,,0
18.252649,9.830959,2.544085,1.014550,54.551338,86.862755,86.141396,94766.687500,1.261326,0.992596,0.405532,0.006273,1.736805,1.938834,1.935212,4.976655,1188.000000,,0
567.148926,397.478516,19.196274,9.198792,56.928902,482.416992,96.687805,99998.000000,2.753697,2.599314,1.283217,0.963731,1.755333,2.683423,1.985372,4.999991,1243.000000,,0
31.392460,8.532705,1.054639,0.511901,15.036310,82.406754,13.986883,99998.000000,1.496825,0.931087,0.023104,0.000000,1.177141,1.915963,1.145721,4.999991,1280.000000,,0
45.568409,23.569016,2.476242,0.218945,5.415045,19.467642,1.071437,99998.000000,1.658664,1.372341,0.393793,0.000000,0.733602,1.289313,0.029966,4.999991,1295.000000,,0
172.969986,78.212868,6.259990,3.318103,3.025148,39.006210,6.873580,0.000000,2.237971,1.893278,0.796574,0.520890,0.480747,1.591134,0.837183,0.000000,1324.000000,,0
137.167786,229.747787,13.047298,4.826051,22.375608,170.296387,12.457147,99998.000000,2.137252,2.361251,1.115521,0.683592,1.349775,2.231205,1.095419,4.999991,1392.000000,,0
36.116749,208.978806,10.799253,2.824705,27.078310,89.915657,15.266126,99998.000000,1.557709,2.320102,1.033394,0.450973,1.432622,1.953835,1.183729,4.999991,1407.000000,,0
67.392029,93.548302,4.369658,4.496091,21.052685,160.129303,11.890772,99998.000000,1.828609,1.971036,0.640447,0.652835,1.323308,2.204471,1.075210,4.999991,1556.000000,,0
37.818974,108.307076,5.720335,0.962126,40.026928,124.333260,31.402868,99998.000000,1.577710,2.034657,0.757421,0.000000,1.602352,2.094587,1.496969,4.999991,1568.000000,,0
26.603415,0.000000,3.040566,1.985928,16.568928,0.000000,7.738886,5513.433105,1.424937,0.000000,0.482955,0.297963,1.219294,0.000000,0.888678,3.741422,1607.000000,,0
246.871796,262.867157,13.861405,6.648541,37.612362,281.755035,53.761417,99998.000000,2.392472,2.419736,1.141807,0.822726,1.575331,2.449872,1.730471,4.999991,1694.000000,,0
17.090080,27.605629,1.979760,1.881081,0.391635,4.900061,4.255283,0.000000,1.232744,1.440998,0.296613,0.274407,0.000000,0.690201,0.628928,0.000000,1736.000000,,0
11.255647,32.089386,2.146282,1.751564,0.000000,0.000000,4.482881,0.000000,1.051371,1.506361,0.331687,0.243426,0.000000,0.000000,0.651557,0.000000,1743.000000,,0
25.154057,92.832870,3.580221,1.671386,27.136902,205.836472,12.739848,99998.000000,1.400608,1.967702,0.553910,0.223077,1.433560,2.313522,1.105164,4.999991,2028.000000,,0
35.614098,19.452225,2.389898,0.178857,33.353718,33.002171,13.007611,99998.000000,1.551622,1.288969,0.378379,0.000000,1.523144,1.518543,1.114197,4.999991,2047.000000,,0
19.384382,18.598028,2.016765,1.696056,0.000000,0.000000,24.183769,0.000000,1.287452,1.269467,0.304655,0.229440,0.000000,0.000000,1.383524,0.000000,2065.000000,,0
19.196274,316.521118,2.207957,1.671386,0.567408,16.205048,24.183769,0.000000,1.283217,2.500403,0.343991,0.223077,0.000000,1.209650,1.383524,0.000000,2088.000000,,0
30.966904,17.006819,2.232627,2.263464,34.544041,17.978197,24.870766,99998.000000,1.490898,1.230623,0.348816,0.354774,1.538373,1.254746,1.395689,4.999991,2142.000000,,0
24.460217,12.316453,1.406185,0.641418,7.672342,122.045128,81.774933,99998.000000,1.388460,1.090486,0.148042,0.000000,0.884928,2.086520,1.912620,4.999991,2192.000000,,0
117.064888,71.215866,4.289481,3.052901,18.582609,146.224731,34.091225,99998.000000,2.068427,1.852577,0.632405,0.484713,1.269107,2.165021,1.532643,4.999991,2225.000000,,0
15.323098,0.000000,0.000000,0.000000,0.000000,0.000000,0.576465,0.000000,1.185347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2262.000000,,0
23.775625,0.000000,0.000000,0.000000,5.365705,27.772152,0.180448,29662.015625,1.376132,0.000000,0.000000,0.000000,0.729627,1.443609,0.000000,4.472201,2275.000000,,0
59.213951,30.313152,5.307115,1.387682,0.000000,0.000000,4.677494,0.000000,1.772424,1.481631,0.724858,0.142290,0.000000,0.000000,0.670013,0.000000,2297.000000,,0
25.548775,0.000000,0.897368,0.959043,0.000000,0.000000,19.409454,0.000000,1.407370,0.000000,0.000000,0.000000,0.000000,0.000000,1.288013,0.000000,2321.000000,,0
12.356542,0.000000,1.467860,1.523367,0.000000,55.602894,6.209170,0.000000,1.091897,0.000000,0.166685,0.182805,0.000000,1.745097,0.793034,0.000000,2357.000000,,0
46.564457,33.421562,1.915002,1.692973,3.703570,45.824356,1.579796,99998.000000,1.668055,1.524027,0.282169,0.228650,0.568621,1.661096,0.198601,4.999991,2399.000000,,0
14.049514,0.000000,0.000000,0.755516,0.000000,0.000000,6.858785,0.000000,1.147661,0.000000,0.000000,0.000000,0.000000,0.000000,0.836247,0.000000,2447.000000,,0
338.687012,207.924164,11.280316,3.956437,22.372524,136.424606,23.828712,32312.345703,2.529799,2.317905,1.052321,0.597304,1.349715,2.134893,1.377101,4.509368,2536.000000,,0
60.620136,30.803467,1.304422,2.507080,0.000000,39.249828,6.790415,0.000000,1.782617,1.488600,0.115418,0.399168,0.000000,1.593838,0.831896,0.000000,2583.000000,,0
58.005127,1.224244,0.104847,0.783270,11.474592,267.742523,3.423474,99998.000000,1.763466,0.087868,0.000000,0.000000,1.059737,2.427717,0.534467,4.999991,2621.000000,,0
487.159790,211.538315,11.650365,5.334868,120.675949,460.377533,97.654518,0.000000,2.687671,2.325389,1.066339,0.727124,2.081621,2.663114,1.989692,0.000000,2691.000000,,0
115.997917,73.901802,4.964819,2.229543,42.870136,118.801033,6.889177,99998.000000,2.064450,1.868655,0.695903,0.348216,1.632155,2.074820,0.838167,4.999991,3115.000000,,0
22.899843,0.000000,0.869614,1.655968,0.000000,8.572794,20.716831,0.000000,1.359833,0.000000,0.000000,0.219052,0.000000,0.933122,1.316323,0.000000,3153.000000,,0
13.599288,0.000000,1.295170,0.277536,0.252867,24.176512,20.878265,0.000000,1.133516,0.000000,0.112327,0.000000,0.000000,1.383394,1.319694,0.000000,3167.000000,,0
38.842773,5.220770,2.448488,1.936588,9.417738,78.259125,5.167544,99998.000000,1.589310,0.717735,0.388898,0.287037,0.973947,1.893535,0.713284,4.999991,3184.000000,,0
11.391331,14.823532,2.266548,0.505733,7.382471,61.943062,18.001181,99998.000000,1.056574,1.170952,0.355365,0.000000,0.868202,1.791993,1.255301,4.999991,3199.000000,,0
14.527493,0.000000,1.603544,1.070057,10.845510,20.926250,17.441597,99998.000000,1.162191,0.000000,0.205081,0.029407,1.035250,1.320691,1.241586,4.999991,3208.000000,,0
10.305855,0.000000,0.000000,0.000000,1.366096,0.000000,0.685510,99998.000000,1.013084,0.000000,0.000000,0.000000,0.135481,0.000000,0.000000,4.999991,3237.000000,,0
16.266722,0.000000,1.890332,0.397802,31.774843,118.409401,22.959047,99998.000000,1.211300,0.000000,0.276538,0.000000,1.502083,2.073386,1.360954,4.999991,3267.000000,,0
16.535007,0.000000,1.039220,1.905751,9.621264,33.341385,7.617638,99998.000000,1.218404,0.000000,0.016707,0.280066,0.983232,1.522984,0.881820,4.999991,3294.000000,,0
53.179073,93.381775,9.645935,5.618572,22.788830,190.442459,21.539522,99998.000000,1.725741,1.970262,0.984344,0.749626,1.357722,2.279764,1.333236,4.999991,3336.000000,,0
17.466297,0.000000,0.934373,1.153318,11.116879,6.238403,8.054012,99998.000000,1.242201,0.000000,0.000000,0.061949,1.045983,0.795073,0.906012,4.999991,3381.000000,,0
27.078310,17.188759,2.275799,1.375347,0.000000,0.000000,18.255106,0.000000,1.432622,1.235245,0.357134,0.138412,0.000000,0.000000,1.261384,0.000000,3412.000000,,0
238.776978,202.943924,7.709347,3.706654,134.851898,524.226318,205.290665,58097.457031,2.377992,2.307376,0.887018,0.568982,2.129857,2.719519,2.312369,4.764157,3475.000000,,0
93.794998,51.917824,2.189455,1.329091,12.334955,136.005219,14.468382,51493.839844,1.972180,1.715317,0.340336,0.123555,1.091138,2.133556,1.160420,4.711755,3529.000000,,0
1008.034119,427.511047,16.516504,5.859104,28.506081,189.153458,23.981417,6487.326660,3.003475,2.630947,1.217918,0.767831,1.454937,2.276814,1.379875,3.812066,3601.000000,,0
48.411613,58.661961,4.813716,0.551989,12.853024,114.150757,6.250693,99998.000000,1.684950,1.768357,0.682481,0.000000,1.109005,2.057479,0.795928,4.999991,3652.000000,,0
47.113361,102.676163,5.094337,1.424687,4.964819,55.479546,0.490897,99998.000000,1.673144,2.011470,0.707088,0.153720,0.695903,1.744133,0.000000,4.999991,3692.000000,,0
12.785181,93.603806,0.314541,0.000000,10.463125,0.000000,5.639109,99998.000000,1.106707,1.971293,0.000000,0.000000,1.019661,0.000000,0.751210,4.999991,3705.000000,,0
325.195679,250.556854,10.611145,3.574053,122.069801,369.903717,102.305748,99998.000000,2.512145,2.398906,1.025762,0.553161,2.086608,2.568089,2.009900,4.999991,4013.000000,,0
